Role,Player,Club,Club Name,Squad,Owner,Purchase Price,Initial Quote,Current Quote,Current Gain/Loss,Games,Yellow Cards,Red Cards,Assists,Goals Scored,Penalties Scored,Missed Penalties,Goals Conceded,Penalties Saved,Clean Sheets,FM FP,MV FP,FM GdS,MV GdS,FM Sud,MV Sud
Centrocampista,Fabbian,BOL,Bologna,Free Agent,Free Agent,0,6,4,0,9,2,0,0,2,0,0,0,0,0,6.67,6.11,6.7,6.2,6.6,6.1
Centrocampista,Bondo,MON,Monza,Free Agent,Free Agent,0,1,4,0,9,1,0,0,0,0,0,0,0,0,5.81,5.86,5.83,5.89,5.78,5.83
Centrocampista,Martegani,SAL,Salernitana,Free Agent,Free Agent,0,5,4,0,11,1,0,0,1,0,0,0,0,0,6.18,5.95,6.04,5.83,5.96,5.75
Centrocampista,Sottil,FIO,Fiorentina,Free Agent,Free Agent,0,8,3,0,9,0,0,1,1,0,0,0,0,0,6.31,5.86,6.14,5.77,5.94,5.5
Centrocampista,Zarraga,UDI,Udinese,Free Agent,Free Agent,0,2,3,0,3,0,0,0,1,0,0,0,0,0,7.0,6.0,6.67,5.67,7.0,6.0
Centrocampista,Rafia,LEC,Lecce,Free Agent,Free Agent,0,6,3,0,15,4,0,0,1,0,0,0,0,0,5.73,5.8,5.67,5.73,5.82,5.89
Centrocampista,Urbanski,BOL,Bologna,Free Agent,Free Agent,0,2,3,0,9,3,0,0,0,0,0,0,0,0,5.47,5.64,5.67,5.83,5.5,5.67
Centrocampista,Deiola,CAG,Cagliari,Free Agent,Free Agent,0,4,2,0,8,2,0,0,0,0,0,0,0,0,5.47,5.59,5.56,5.67,5.38,5.5
Centrocampista,Mancosu,CAG,Cagliari,Free Agent,Free Agent,0,6,2,0,3,0,0,0,0,0,1,0,0,0,4.33,5.33,5.0,6.0,4.5,5.5
Centrocampista,Obiang,SAS,Sassuolo,Free Agent,Free Agent,0,2,2,0,1,0,0,0,0,0,0,0,0,0,6.0,6.0,6.0,6.0,6.0,6.0
Centrocampista,Demme,NAP,Napoli,Free Agent,Free Agent,0,1,2,0,2,0,0,0,0,0,0,0,0,0,6.25,6.25,6.25,6.25,6.75,6.25
Centrocampista,Racic,SAS,Sassuolo,Free Agent,Free Agent,0,4,2,0,8,0,0,0,0,0,0,0,0,0,5.56,5.56,5.5,5.5,5.5,5.5
Centrocampista,Fagioli,JUV,Juventus,Free Agent,Free Agent,0,12,1,0,6,0,0,1,0,0,0,0,0,0,6.08,5.92,6.17,6.0,6.08,5.92
Centrocampista,Rog,CAG,Cagliari,Free Agent,Free Agent,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Centrocampista,Asllani,INT,Inter,Free Agent,Free Agent,0,3,1,0,6,0,0,0,0,0,0,0,0,0,6.13,6.13,6.0,6.0,6.17,6.17
Centrocampista,Pobega,MIL,Milan,Free Agent,Free Agent,0,6,1,0,7,0,0,0,0,0,0,0,0,0,6.07,6.07,5.93,5.93,5.86,5.86
Centrocampista,Gaetano,NAP,Napoli,Free Agent,Free Agent,0,2,1,0,4,1,0,0,1,0,0,0,0,0,6.69,6.06,6.3,5.8,6.08,5.67
Centrocampista,Sensi,INT,Inter,Free Agent,Free Agent,0,6,1,0,1,0,0,0,0,0,0,0,0,0,6.0,6.0,6.0,6.0,6.0,6.0
Centrocampista,Pogba,JUV,Juventus,Free Agent,Free Agent,0,12,1,0,2,0,0,0,0,0,0,0,0,0,6.13,6.13,6.25,6.25,6.0,6.0
Centrocampista,Machin,MON,Monza,Free Agent,Free Agent,0,6,1,0,8,2,0,0,0,0,0,0,0,0,5.66,5.78,5.38,5.5,5.71,5.79
Centrocampista,Baez,FRO,Frosinone,Free Agent,Free Agent,0,4,1,0,10,1,0,0,1,0,0,0,0,0,6.35,6.1,6.1,5.85,6.2,5.95
Centrocampista,El Azzouzi,BOL,Bologna,Free Agent,Free Agent,0,1,1,0,5,2,0,1,0,0,0,0,0,0,5.95,5.95,6.25,6.13,6.3,6.2
Centrocampista,Gineitis,TOR,Torino,Free Agent,Free Agent,0,1,1,0,6,2,0,0,0,0,0,0,0,0,5.67,5.83,5.75,5.92,5.42,5.58
Centrocampista,Quina,UDI,Udinese,Free Agent,Free Agent,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Centrocampista,Hrustic,VER,Verona,Free Agent,Free Agent,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Centrocampista,Vignato S.,MON,Monza,Free Agent,Free Agent,0,2,1,0,8,2,0,0,1,0,0,0,0,0,6.25,6.0,6.25,6.0,6.5,6.25
Centrocampista,Adopo,ATA,Atalanta,Free Agent,Free Agent,0,3,1,0,3,0,0,1,0,0,0,0,0,0,6.33,6.0,5.83,5.5,5.67,5.67
Centrocampista,Belardinelli,EMP,Empoli,Free Agent,Free Agent,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Centrocampista,Lipani,SAS,Sassuolo,Free Agent,Free Agent,0,1,1,0,1,0,0,0,0,0,0,0,0,0,6.0,6.0,6.0,6.0,6.0,6.0
Centrocampista,Pagano,ROM,Roma,Free Agent,Free Agent,0,1,1,0,2,0,0,0,0,0,0,0,0,0,6.0,6.0,6.25,6.25,6.0,6.0
Centrocampista,Joselito,VER,Verona,Free Agent,Free Agent,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Centrocampista,Infantino,FIO,Fiorentina,Free Agent,Free Agent,0,4,1,0,3,1,0,0,0,0,0,0,0,0,5.5,5.67,5.5,5.67,5.5,5.67
Centrocampista,Amatucci,FIO,Fiorentina,Free Agent,Free Agent,0,2,1,0,2,0,0,0,0,0,0,0,0,0,6.0,6.0,6.0,6.0,6.0,6.0
Centrocampista,Bourabia,FRO,Frosinone,Free Agent,Free Agent,0,4,1,0,4,1,0,0,0,0,0,0,0,0,5.69,5.81,5.0,5.17,5.0,5.17
Attaccante,Martinez L.,INT,Inter,Free Agent,Free Agent,0,40,66,0,19,2,0,2,18,2,0,0,0,0,9.75,6.86,9.82,6.92,9.71,6.87
Attaccante,Giroud,MIL,Milan,Vecchie Rocce,Damian,17,28,48,31,19,0,1,7,10,4,1,0,0,0,8.09,6.36,8.03,6.29,7.89,6.16
Attaccante,Thuram,INT,Inter,Atletico Una Volta,Marce,17,25,41,24,21,2,0,7,8,0,0,0,0,0,8.01,6.58,8.07,6.64,7.88,6.55
Attaccante,Berardi,SAS,Sassuolo,Vecchie Rocce,Damian,3,30,39,36,17,6,0,3,9,5,0,0,0,0,8.03,6.44,7.85,6.26,7.97,6.38
Attaccante,Osimhen,NAP,Napoli,Free Agent,Free Agent,0,44,34,0,14,2,1,2,7,2,1,0,0,0,7.5,6.21,7.61,6.32,7.46,6.18
Attaccante,Vlahovic,JUV,Juventus,Nottingham Dese,Scap,18,28,34,16,19,3,0,3,12,1,2,0,0,0,7.96,6.3,8.03,6.45,7.9,6.38
Attaccante,Lukaku,ROM,Roma,AC Ciughina,Carle,14,30,34,20,18,3,1,1,9,0,1,0,0,0,7.44,6.19,7.33,6.08,7.42,6.17
Attaccante,Kvaratskhelia,NAP,Napoli,Free Agent,Free Agent,0,30,32,0,20,5,0,3,5,0,0,0,0,0,6.91,6.14,6.83,6.05,6.98,6.2
Attaccante,Dybala,ROM,Roma,Atletico Una Volta,Marce,6,28,32,26,14,2,0,6,5,3,0,0,0,0,7.84,6.41,7.89,6.46,7.82,6.32
Attaccante,Lookman,ATA,Atalanta,Garda Che Squadra,Fracca,1,24,32,31,18,2,0,3,7,0,0,0,0,0,7.61,6.33,7.33,6.06,7.58,6.31
Attaccante,Scamacca,ATA,Atalanta,AC Ciughina,Carle,18,27,23,5,15,1,0,2,6,0,0,0,0,0,7.63,6.33,7.6,6.3,7.63,6.33
Attaccante,Gonzalez N.,FIO,Fiorentina,Free Agent,Free Agent,0,17,22,0,14,0,0,1,6,1,0,0,0,0,7.61,6.25,7.79,6.43,7.68,6.32
Attaccante,Pinamonti,SAS,Sassuolo,AC Cipicchia,Nippon,3,13,22,19,21,2,0,0,7,0,0,0,0,0,6.96,6.01,6.88,5.93,6.76,5.81
Attaccante,Sanabria,TOR,Torino,AC Ciughina,Carle,1,23,21,20,19,2,0,0,3,1,0,0,0,0,6.33,5.91,6.47,6.05,6.36,5.92
Attaccante,Zirkzee,BOL,Bologna,Atletico Una Volta,Marce,2,13,20,18,21,5,0,2,8,1,0,0,0,0,7.64,6.52,7.69,6.57,8.0,6.83
Attaccante,Immobile,LAZ,Lazio,AC Ciughina,Carle,1,31,19,18,16,3,0,0,4,3,0,0,0,0,6.44,5.78,6.21,5.62,6.47,5.94
Attaccante,Jovic,MIL,Milan,Free Agent,Free Agent,0,13,19,0,11,2,0,1,4,0,0,0,0,0,7.16,6.07,6.67,5.67,6.67,5.67
Attaccante,Thauvin,UDI,Udinese,Free Agent,Free Agent,0,11,19,0,16,4,0,1,4,1,0,0,0,0,6.88,6.19,6.86,6.25,6.93,6.2
Attaccante,Dia,SAL,Salernitana,AC Cipicchia,Nippon,1,26,18,17,13,1,0,0,4,1,0,0,0,0,6.77,5.88,6.65,5.77,6.54,5.65
Attaccante,Lucca,UDI,Udinese,Free Agent,Free Agent,0,7,18,0,19,2,0,3,6,0,0,0,0,0,7.04,5.99,6.88,5.93,6.92,5.92
Attaccante,Raspadori,NAP,Napoli,Atletico Una Volta,Marce,13,9,17,4,19,0,0,2,3,0,1,0,0,0,6.41,5.99,6.45,6.03,6.18,5.82
Attaccante,Mota,MON,Monza,Free Agent,Free Agent,0,10,16,0,19,2,0,1,2,0,0,0,0,0,6.04,5.72,6.21,5.89,6.05,5.74
Attaccante,Okafor,MIL,Milan,Free Agent,Free Agent,0,16,16,0,10,1,0,0,4,0,0,0,0,0,7.33,6.18,6.83,5.88,6.95,5.91
Attaccante,Muriel,ATA,Atalanta,Nottingham Dese,Scap,1,13,16,15,13,0,0,1,2,0,0,0,0,0,6.73,6.19,6.5,6.0,6.77,6.23
Attaccante,Krstovic,LEC,Lecce,AC Cipicchia,Nippon,2,13,16,14,19,2,0,0,4,1,0,0,0,0,6.61,6.03,6.4,5.85,6.53,5.95
Attaccante,Arnautovic,INT,Inter,Garda Che Squadra,Fracca,6,23,15,9,10,0,0,2,1,0,0,0,0,0,6.58,6.08,6.45,6.0,6.45,5.95
Attaccante,Belotti,ROM,Roma,Free Agent,Free Agent,0,12,15,0,11,1,0,2,3,0,0,0,0,0,7.18,6.23,7.14,6.18,7.15,6.2
Attaccante,Retegui,GEN,Genoa,Garda Che Squadra,Fracca,7,23,15,8,14,4,0,1,4,0,0,0,0,0,6.75,5.96,6.64,5.86,6.75,5.96
Attaccante,Milik,JUV,Juventus,AC Ciughina,Carle,1,18,15,14,15,2,1,1,2,0,0,0,0,0,6.35,6.02,6.1,5.77,6.33,6.0
Attaccante,Castellanos,LAZ,Lazio,Free Agent,Free Agent,0,12,15,0,15,0,0,3,2,0,0,0,0,0,6.55,5.95,6.5,5.94,6.63,6.03
Attaccante,Luvumbo,CAG,Cagliari,Free Agent,Free Agent,0,9,15,0,17,2,0,2,3,0,0,0,0,0,6.91,6.32,6.82,6.24,6.65,6.06
Attaccante,Pavoletti,CAG,Cagliari,Free Agent,Free Agent,0,4,15,0,13,4,0,1,4,0,0,0,0,0,7.21,6.37,7.18,6.39,7.33,6.38
Attaccante,Nzola,FIO,Fiorentina,Garda Che Squadra,Fracca,9,22,15,6,21,0,0,2,2,1,0,0,0,0,6.1,5.71,6.07,5.69,6.02,5.64
Attaccante,Caputo,EMP,Empoli,Free Agent,Free Agent,0,14,14,0,15,0,0,0,3,1,0,0,0,0,6.33,5.73,6.47,5.87,6.57,5.97
Attaccante,Pedro,LAZ,Lazio,Free Agent,Free Agent,0,11,14,0,15,3,0,0,1,0,0,0,0,0,5.97,5.87,5.81,5.72,5.84,5.75
Attaccante,Petagna,CAG,Cagliari,Free Agent,Free Agent,0,12,13,0,13,2,0,1,1,0,0,0,0,0,6.35,6.12,6.19,5.96,6.03,5.83
Attaccante,Almqvist,LEC,Lecce,Free Agent,Free Agent,0,11,13,0,15,1,0,0,2,0,0,0,0,0,6.53,6.17,6.33,5.97,6.54,6.14
Attaccante,Simeone,NAP,Napoli,Free Agent,Free Agent,0,12,12,0,9,2,0,0,1,0,0,0,0,0,6.11,5.89,6.05,5.91,6.05,5.91
Attaccante,Colombo,MON,Monza,Atletico Una Volta,Marce,3,9,11,8,18,1,0,1,3,0,0,0,0,0,6.44,5.92,6.42,5.89,6.34,5.87
Attaccante,Cheddira,FRO,Frosinone,Garda Che Squadra,Fracca,1,10,11,10,16,0,0,1,1,1,0,0,0,0,5.94,5.69,5.97,5.72,6.13,5.87
Attaccante,Lapadula,CAG,Cagliari,Free Agent,Free Agent,0,14,10,0,6,2,0,0,1,0,0,0,0,0,6.25,5.92,5.79,5.5,6.42,6.0
Attaccante,Piccoli,LEC,Lecce,Free Agent,Free Agent,0,7,9,0,13,2,0,0,3,1,0,0,0,0,6.6,5.98,6.5,6.0,6.5,5.97
Attaccante,Azmoun,ROM,Roma,Free Agent,Free Agent,0,12,9,0,7,1,0,0,1,0,0,0,0,0,6.64,6.29,6.11,5.83,6.64,6.29
Attaccante,Deulofeu,UDI,Udinese,Free Agent,Free Agent,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Attaccante,Kean,JUV,Juventus,Nottingham Dese,Scap,2,10,8,6,9,2,0,0,0,0,0,0,0,0,5.86,5.97,6.06,6.19,6.0,6.14
Attaccante,Banda,LEC,Lecce,Free Agent,Free Agent,0,9,8,0,13,3,1,4,2,0,0,0,0,0,6.71,6.13,6.69,6.12,6.85,6.35
Attaccante,Kaio Jorge,FRO,Frosinone,AC Cipicchia,Nippon,1,1,8,7,7,2,0,0,2,1,0,0,0,0,6.75,6.04,6.5,5.79,6.63,6.0
Attaccante,Success,UDI,Udinese,Free Agent,Free Agent,0,7,6,0,15,2,0,1,0,0,1,0,0,0,5.42,5.62,5.38,5.56,5.37,5.63
Attaccante,Ikwuemesi,SAL,Salernitana,Free Agent,Free Agent,0,2,6,0,14,2,0,1,1,0,0,0,0,0,6.04,5.82,5.67,5.47,5.86,5.64
Attaccante,Henry,VER,Verona,Free Agent,Free Agent,0,11,5,0,6,1,0,0,3,0,1,0,0,0,7.04,6.13,6.67,5.75,6.79,6.0
Attaccante,Bonazzoli,VER,Verona,Free Agent,Free Agent,0,8,5,0,15,2,0,0,1,0,0,0,0,0,6.03,5.9,5.82,5.68,5.89,5.75
Attaccante,Ekuban,GEN,Genoa,Free Agent,Free Agent,0,3,5,0,12,0,0,1,1,0,0,0,0,0,6.23,5.9,6.36,6.0,6.59,6.23
Attaccante,Shomurodov,CAG,Cagliari,Free Agent,Free Agent,0,12,4,0,10,0,0,2,0,0,0,0,0,0,6.1,5.9,5.8,5.6,5.89,5.67
Attaccante,Pellegri,TOR,Torino,Free Agent,Free Agent,0,8,4,0,9,2,0,0,0,0,0,0,0,0,5.53,5.64,5.56,5.67,5.6,5.7
Attaccante,Botheim,SAL,Salernitana,Free Agent,Free Agent,0,7,2,0,5,1,0,0,0,0,0,0,0,0,5.1,5.2,4.8,4.9,4.9,5.0
Attaccante,Brenner,UDI,Udinese,Free Agent,Free Agent,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Attaccante,Defrel,SAS,Sassuolo,Free Agent,Free Agent,0,9,2,0,6,0,0,1,0,0,0,0,0,0,6.04,5.88,5.79,5.64,5.8,5.6
Attaccante,Mulattieri,SAS,Sassuolo,Free Agent,Free Agent,0,11,2,0,5,1,0,0,0,0,0,0,0,0,5.9,6.0,6.25,6.25,5.93,6.0
Attaccante,Caprari,MON,Monza,Free Agent,Free Agent,0,14,1,0,4,0,0,0,0,0,0,0,0,0,5.88,5.88,5.88,5.88,5.88,5.88
Attaccante,Abraham,ROM,Roma,AC Cipicchia,Nippon,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Attaccante,Kvernadze,FRO,Frosinone,Free Agent,Free Agent,0,3,1,0,1,0,0,0,0,0,0,0,0,0,5.5,5.5,5.5,5.5,5.5,5.5
Attaccante,Cuni,FRO,Frosinone,Free Agent,Free Agent,0,4,1,0,7,0,0,0,1,0,0,0,0,0,6.36,5.93,5.94,5.56,6.14,5.71
Attaccante,Burnete,LEC,Lecce,Free Agent,Free Agent,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Attaccante,Maric,MON,Monza,Free Agent,Free Agent,0,2,1,0,7,0,0,0,1,0,0,0,0,0,6.32,5.89,5.93,5.5,6.43,6.0
Attaccante,Corfitzen,LEC,Lecce,Free Agent,Free Agent,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Attaccante,Van Hooijdonk,BOL,Bologna,Free Agent,Free Agent,0,2,1,0,6,0,0,0,0,0,0,0,0,0,5.67,5.67,5.5,5.5,5.75,5.75
Attaccante,Stewart,SAL,Salernitana,Vecchie Rocce,Damian,1,1,1,0,3,0,0,0,0,0,0,0,0,0,5.92,5.92,5.67,5.67,5.83,5.83
Attaccante,Karlsson,BOL,Bologna,Free Agent,Free Agent,0,11,1,0,6,0,0,0,0,0,0,0,0,0,5.75,5.75,5.83,5.83,6.0,6.0
Attaccante,Sanchez,INT,Inter,Free Agent,Free Agent,0,14,1,0,5,0,0,0,0,0,0,0,0,0,5.7,5.7,5.5,5.5,5.67,5.67
Attaccante,Destro,EMP,Empoli,Free Agent,Free Agent,0,2,1,0,5,1,0,0,0,0,0,0,0,0,5.7,5.8,5.6,5.7,5.42,5.5
